LGA,CR,Pop,2011,2012,2013,2015,2016,2017,2018,2019,2020
 Monash,"7,525",189174.0,0,0,0,1,0,0,0,0,0
 Moonee Valley,"6,957",120231.0,0,0,0,1,0,0,0,0,0
 Moorabool,"1,602",31748.0,0,0,0,1,0,0,0,0,0
 Moreland,"11,167",167870.0,0,0,0,1,0,0,0,0,0
 Mornington Peninsula,"8,134",158831.0,0,0,0,1,0,0,0,0,0
 Mount Alexander,720,18794.0,0,0,0,1,0,0,0,0,0
 Moyne,407,16591.0,0,0,0,1,0,0,0,0,0
 Murrindindi,509,13848.0,0,0,0,1,0,0,0,0,0
 Nillumbik,"1,941",63675.0,0,0,0,1,0,0,0,0,0
 Northern Grampians,811,11644.0,0,0,0,1,0,0,0,0,0
 Port Phillip,"9,807",106381.0,0,0,0,1,0,0,0,0,0
 Pyrenees,355,7179.0,0,0,0,1,0,0,0,0,0
 Queenscliffe,154,2933.0,0,0,0,1,0,0,0,0,0
 South Gippsland,907,28781.0,0,0,0,1,0,0,0,0,0
 Southern Grampians,799,16162.0,0,0,0,1,0,0,0,0,0
 Stonnington,"7,776",108028.0,0,0,0,1,0,0,0,0,0
 Strathbogie,359,10175.0,0,0,0,1,0,0,0,0,0
 Surf Coast,"1,160",29625.0,0,0,0,1,0,0,0,0,0
 Swan Hill,"1,615",20893.0,0,0,0,1,0,0,0,0,0
 Towong,167,6005.0,0,0,0,1,0,0,0,0,0
 Wangaratta,"1,629",28143.0,0,0,0,1,0,0,0,0,0
 Warrnambool,"2,157",34005.0,0,0,0,1,0,0,0,0,0
 Wellington,"2,965",43172.0,0,0,0,1,0,0,0,0,0
 West Wimmera,103,3974.0,0,0,0,1,0,0,0,0,0
 Whitehorse,"5,781",166679.0,0,0,0,1,0,0,0,0,0
 Whittlesea,"10,378",196847.0,0,0,0,1,0,0,0,0,0
 Wodonga,"2,617",39223.0,0,0,0,1,0,0,0,0,0
 Wyndham,"11,322",213815.0,0,0,0,1,0,0,0,0,0
 Yarra,"10,051",89923.0,0,0,0,1,0,0,0,0,0
 Yarra Ranges,"5,442",153391.0,0,0,0,1,0,0,0,0,0
 Yarriambiack,315,6826.0,0,0,0,1,0,0,0,0,0
 Alpine,267,12578.0,0,0,0,0,1,0,0,0,0
 Ararat,867,11745.0,0,0,0,0,1,0,0,0,0
 Ballarat,"9,475",103500.0,0,0,0,0,1,0,0,0,0
 Banyule,"7,482",127447.0,0,0,0,0,1,0,0,0,0
 Bass Coast,"2,070",33464.0,0,0,0,0,1,0,0,0,0
